,Mission Date,Theater of Operations,lat1,long1,lat2,long2,year
127265,8/21/1942,EAST AFRICA,31.833333,34.8166667,33.87,24.62,1942
127266,8/21/1942,MTO,32.666603,35.183325,34.0,22.5,1942
127267,8/22/1942,MTO,30.41666667,32.33333333,32.04,23.95,1942
127269,8/22/1942,CBI,27.537778,95.269444,25.383611,97.351667,1942
127275,8/23/1942,MTO,31.833333,34.8166667,32.04,23.95,1942
127276,8/23/1942,MTO,31.833333,34.8166667,32.04,23.95,1942
127278,8/23/1942,MTO,32.666603,35.183325,32.04,23.95,1942
127280,8/24/1942,MTO,32.009444,34.882778,32.04,23.95,1942
127281,8/24/1942,MTO,31.833333,34.8166667,32.04,23.95,1942
127306,8/25/1942,MTO,31.833333,34.8166667,37.95,22.96,1942
127307,8/25/1942,MTO,30.41666667,32.33333333,31.03,28.47,1942
127309,8/25/1942,MTO,32.666603,35.183325,37.95,22.96,1942
127310,8/25/1942,CBI,27.537778,95.269444,25.383611,97.351667,1942
127314,12/27/1942,CBI,24.992222,102.74333299999999,22.90164,95.678936,1942
127317,8/26/1942,CBI,24.992222,102.74333299999999,22.90164,95.678936,1942
127408,6/7/1944,MTO,41.115481,14.176319,42.53,12.05,1944
127421,6/7/1944,MTO,41.115481,14.176319,46.0,10.33,1944
127664,8/28/1942,CBI,27.537778,95.269444,25.30849,96.940701,1942
127665,8/28/1942,MTO,30.41666667,32.33333333,31.03,28.47,1942
127666,8/9/1942,CBI,24.992222,102.74333299999999,22.75,104.666667,1942
127667,7/3/1942,CBI,24.992222,102.74333299999999,21.195104999999998,105.845445,1942
127669,8/28/1942,MTO,32.009444,34.882778,34.0,22.5,1942
127671,8/28/1942,MTO,31.833333,34.8166667,32.04,23.95,1942
127704,8/28/1942,MTO,32.666603,35.183325,32.04,23.95,1942
127707,8/29/1942,CBI,24.992222,102.74333299999999,22.90164,95.678936,1942
127716,8/29/1942,MTO,32.666603,35.183325,32.04,23.95,1942
127721,8/31/1942,CBI,24.992222,102.74333299999999,25.383611,97.351667,1942
127722,8/30/1942,MTO,32.009444,34.882778,32.04,23.95,1942
127724,8/30/1942,MTO,31.833333,34.8166667,32.04,23.95,1942
127725,8/31/1942,MTO,30.41666667,32.33333333,31.07,28.3,1942
127726,1/16/1943,CBI,27.537778,95.269444,25.383611,97.351667,1943
127727,8/31/1942,CBI,27.537778,95.269444,25.383611,97.351667,1942
127728,8/31/1942,MTO,30.41666667,32.33333333,30.5,28.83,1942
127737,8/31/1942,MTO,32.666603,35.183325,32.04,23.95,1942
127940,9/1/1942,MTO,32.009444,34.882778,35.19,25.72,1942
127941,9/1/1942,MTO,30.80138889,29.90138889,30.57,28.99,1942
127942,9/1/1942,MTO,30.80138889,29.90138889,30.51,29.09,1942
127943,9/1/1942,MTO,30.80138889,29.90138889,30.52,28.88,1942
127944,9/1/1942,MTO,30.80138889,29.90138889,30.49,28.88,1942
127945,9/1/1942,MTO,30.80138889,29.90138889,30.48,29.0,1942
127946,9/1/1942,MTO,30.80138889,29.90138889,30.45,29.02,1942
127947,9/1/1942,MTO,30.80138889,29.90138889,30.45,28.97,1942
127948,9/1/1942,MTO,30.80138889,29.90138889,30.47,29.04,1942
127951,9/1/1942,MTO,30.80138889,29.90138889,30.52,28.88,1942
127952,9/1/1942,MTO,30.80138889,29.90138889,30.56,28.93,1942
127953,9/1/1942,MTO,30.80138889,29.90138889,30.49,28.94,1942
127954,9/1/1942,MTO,30.80138889,29.90138889,30.43,29.0,1942
127955,9/1/1942,MTO,30.80138889,29.90138889,30.56,29.07,1942
127956,9/1/1942,MTO,30.80138889,29.90138889,30.49,29.09,1942
127959,9/1/1942,MTO,31.833333,34.8166667,32.04,23.95,1942
127960,9/1/1942,MTO,30.80138889,29.90138889,30.59,29.14,1942
127961,9/1/1942,MTO,30.80138889,29.90138889,30.48,28.97,1942
127962,9/1/1942,MTO,30.80138889,29.90138889,30.52,28.92,1942
127976,9/1/1942,MTO,32.666603,35.183325,32.04,23.95,1942
127977,9/2/1942,MTO,32.666603,35.183325,32.04,23.95,1942
128010,9/3/1942,MTO,32.009444,34.882778,34.0,22.5,1942
128011,9/3/1942,CBI,27.537778,95.269444,24.25,97.23333333,1942
128012,9/3/1942,CBI,27.537778,95.269444,24.183332999999998,96.35,1942
128014,11/22/1942,CBI,24.992222,102.74333299999999,21.040975,105.88601100000001,1942
128015,9/3/1942,MTO,31.833333,34.8166667,32.04,23.95,1942
128022,9/4/1942,MTO,30.41666667,32.33333333,30.56,28.92,1942
128023,9/4/1942,MTO,30.80138889,29.90138889,30.51,28.84,1942
128024,9/4/1942,MTO,30.80138889,29.90138889,30.55,28.91,1942
128025,9/4/1942,MTO,30.41666667,32.33333333,30.56,28.92,1942
128026,9/4/1942,MTO,30.80138889,29.90138889,30.51,28.84,1942
128028,9/4/1942,MTO,30.80138889,29.90138889,30.55,28.91,1942
128353,9/5/1942,MTO,31.833333,34.8166667,32.04,23.95,1942
128357,9/5/1942,MTO,32.666603,35.183325,35.19,25.72,1942
128404,9/7/1942,MTO,32.009444,34.882778,34.0,22.5,1942
128406,9/7/1942,CBI,27.537778,95.269444,25.30849,96.940701,1942
128409,9/7/1942,MTO,31.833333,34.8166667,34.7,22.63,1942
128420,9/7/1942,MTO,32.666603,35.183325,32.04,23.95,1942
128756,9/9/1942,MTO,32.009444,34.882778,32.04,23.95,1942
128758,9/9/1942,MTO,31.833333,34.8166667,32.04,23.95,1942
128764,9/10/1942,CBI,27.537778,95.269444,25.30849,96.940701,1942
128787,9/10/1942,MTO,32.666603,35.183325,35.49,24.07,1942
128791,9/11/1942,CBI,27.537778,95.269444,24.311,96.35,1942
128797,9/12/1942,CBI,27.537778,95.269444,25.383611,97.351667,1942
128800,9/13/1942,MTO,32.009444,34.882778,32.11,20.05,1942
128803,9/13/1942,MTO,31.833333,34.8166667,32.11,20.05,1942
128804,9/13/1942,MTO,32.009444,34.882778,32.04,23.95,1942
128826,9/13/1942,MTO,32.666603,35.183325,32.04,23.95,1942
128828,9/14/1942,MTO,30.41666667,32.33333333,31.1,27.52,1942
128942,6/8/1944,MTO,41.115481,14.176319,42.57,11.82,1944
128951,6/8/1944,MTO,41.115481,14.176319,42.63,11.67,1944
128963,6/8/1944,MTO,41.253197,14.505806,46.33,10.33,1944
128964,6/8/1944,MTO,41.115481,14.176319,44.38,11.23,1944
129046,9/14/1942,MTO,32.666603,35.183325,35.49,24.07,1942
129055,9/16/1942,CBI,27.537778,95.269444,23.2,94.3,1942
129058,9/16/1942,CBI,27.537778,95.269444,25.30849,96.940701,1942
129059,9/16/1942,MTO,31.833333,34.8166667,32.11,20.05,1942
129060,9/16/1942,MTO,31.833333,34.8166667,31.33,27.2,1942
129093,9/16/1942,MTO,32.666603,35.183325,32.11,20.05,1942
129094,9/16/1942,MTO,32.009444,34.882778,32.11,20.05,1942
129099,9/17/1942,CBI,27.537778,95.269444,24.171254,96.346992,1942
129100,9/17/1942,CBI,27.537778,95.269444,24.25,97.23333333,1942
129101,9/17/1942,CBI,27.537778,95.269444,24.183332999999998,96.346992,1942
129102,9/17/1942,CBI,27.537778,95.269444,24.171254,96.346992,1942
129106,9/19/1942,CBI,27.537778,95.269444,25.383611,97.351667,1942
129109,9/19/1942,CBI,27.537778,95.269444,25.383611,97.351667,1942
129130,9/19/1942,MTO,32.666603,35.183325,36.9,21.68,1942
129131,10/19/1942,CBI,24.992222,102.74333299999999,24.5833,98.6833,1942
129442,9/22/1942,MTO,32.009444,34.882778,32.11,20.05,1942
129446,9/22/1942,MTO,31.833333,34.8166667,32.15,20.07,1942
129454,9/22/1942,MTO,32.666603,35.183325,32.11,20.05,1942
129456,9/23/1942,MTO,32.009444,34.882778,32.11,20.05,1942
129486,9/3/1942,CBI,24.992222,102.74333299999999,21.040975,105.88601100000001,1942
129490,9/25/1942,MTO,31.833333,34.8166667,32.08,23.98,1942
129492,9/25/1942,MTO,32.666603,35.183325,32.04,23.95,1942
129494,7/8/1942,CBI,24.992222,102.74333299999999,24.5,101.5,1942
129503,12/17/1942,CBI,24.992222,102.74333299999999,24.433728,98.588649,1942
129505,9/27/1942,CBI,27.537778,95.269444,25.383611,97.351667,1942
129507,9/28/1942,CBI,25.445556,100.73472199999999,24.5,101.5,1942
129508,9/27/1942,CBI,27.537778,95.269444,24.183332999999998,96.346992,1942
129511,9/27/1942,MTO,31.833333,34.8166667,32.3,25.1,1942
129512,9/27/1942,MTO,32.009444,34.882778,32.11,20.05,1942
129514,12/23/1942,CBI,26.905278,112.627778,28.366667,121.36666699999999,1942
129515,9/26/1942,CBI,24.992222,102.74333299999999,24.5,101.5,1942
129516,9/28/1942,CBI,27.537778,95.269444,25.383611,97.351667,1942
129518,9/28/1942,CBI,27.537778,95.269444,25.383611,97.351667,1942
129525,9/29/1942,MTO,31.833333,34.8166667,32.04,23.95,1942
129528,9/29/1942,MTO,32.666603,35.183325,35.19,25.72,1942
129537,10/3/1942,CBI,26.905278,112.627778,28.366667,121.36666699999999,1942
129538,10/1/1942,CBI,27.537778,95.269444,24.183332999999998,96.346992,1942
129823,6/9/1944,MTO,41.115481,14.176319,44.38,11.23,1944
129833,6/9/1944,MTO,41.253197,14.505806,39.27,16.25,1944
129841,10/1/1942,MTO,31.833333,34.8166667,33.82,23.6,1942
129856,10/1/1942,MTO,32.666603,35.183325,36.9,21.68,1942
129858,9/28/1942,CBI,26.905278,112.627778,28.366667,121.36666699999999,1942
129860,10/2/1942,CBI,27.537778,95.269444,25.30849,96.940701,1942
129882,10/2/1942,MTO,32.009444,34.882778,34.0,22.5,1942
129889,10/2/1942,CBI,26.905278,112.627778,28.366667,121.36666699999999,1942
129890,10/3/1942,CBI,27.537778,95.269444,24.583333,97.233333,1942
129891,10/3/1942,MTO,32.666603,35.183325,36.9,21.68,1942
129916,10/6/1942,MTO,32.009444,34.882778,32.11,20.05,1942
129920,10/6/1942,MTO,32.009444,34.882778,31.75,25.09,1942
129921,10/6/1942,MTO,31.833333,34.8166667,34.67,22.67,1942
130241,10/7/1942,CBI,27.537778,95.269444,24.78333333,96.36666667,1942
130242,10/7/1942,CBI,27.537778,95.269444,24.86666667,96.45,1942
130243,10/7/1942,CBI,27.537778,95.269444,25.30849,96.940701,1942
130244,10/7/1942,MTO,32.666603,35.183325,32.11,20.05,1942
130245,10/7/1942,MTO,32.666603,35.183325,35.49,24.07,1942
130256,10/9/1942,MTO,30.41666667,32.33333333,30.98,28.28,1942
130259,10/9/1942,MTO,32.009444,34.882778,32.11,20.05,1942
130278,10/9/1942,MTO,32.666603,35.183325,32.11,20.05,1942
130286,10/1/1942,CBI,26.905278,112.627778,28.366667,121.36666699999999,1942
130288,10/10/1942,MTO,32.666603,35.183325,32.11,20.05,1942
130292,10/11/1942,MTO,32.009444,34.882778,34.0,22.5,1942
130293,10/11/1942,MTO,32.009444,34.882778,32.04,23.95,1942
130294,10/11/1942,MTO,31.833333,34.8166667,35.29,24.04,1942
130295,10/11/1942,MTO,31.833333,34.8166667,35.48,29.15,1942
130301,10/11/1942,MTO,32.666603,35.183325,32.11,20.05,1942
130587,6/10/1944,MTO,41.253197,14.505806,39.27,16.25,1944
130606,6/10/1944,MTO,41.115481,14.176319,42.73,11.87,1944
130607,6/10/1944,MTO,41.115481,14.176319,42.87,11.53,1944
130641,10/14/1942,MTO,32.009444,34.882778,32.04,23.95,1942
130643,8/29/1942,CBI,24.992222,102.74333299999999,22.90164,95.678936,1942
130644,10/15/1942,CBI,24.992222,102.74333299999999,22.90164,95.678936,1942
130666,10/15/1942,CBI,27.537778,95.269444,22.90164,95.678936,1942
130668,10/16/1942,MTO,32.009444,34.882778,32.11,20.05,1942
130672,10/16/1942,MTO,31.833333,34.8166667,31.33,27.2,1942
130674,10/16/1942,MTO,32.666603,35.183325,32.11,20.05,1942
130675,10/16/1942,MTO,32.009444,34.882778,32.04,23.95,1942
130699,10/19/1942,MTO,30.98472222,29.85138889,31.07,28.3,1942
130700,10/19/1942,MTO,32.666603,35.183325,32.11,20.05,1942
130701,10/19/1942,MTO,32.666603,35.183325,32.04,23.95,1942
130702,9/27/1942,CBI,24.992222,102.74333299999999,24.5,101.5,1942
130703,10/20/1942,MTO,30.98472222,29.85138889,31.07,27.95,1942
130705,10/20/1942,MTO,32.009444,34.882778,32.04,23.95,1942
130706,10/20/1942,MTO,32.009444,34.882778,32.04,23.95,1942
130715,10/21/1942,MTO,30.98472222,29.85138889,31.03,28.27,1942
130718,10/21/1942,MTO,31.833333,34.8166667,35.53,23.83,1942
130728,10/21/1942,MTO,32.666603,35.183325,32.11,20.05,1942
130729,10/21/1942,CBI,30.529167,104.064722,39.7,118.433333,1942
130733,10/22/1942,MTO,30.98472222,29.85138889,31.0,28.65,1942
130735,10/22/1942,MTO,30.98472222,29.85138889,30.75,28.68,1942
130736,10/22/1942,MTO,30.98472222,29.85138889,30.8,28.62,1942
130737,10/22/1942,MTO,30.98472222,29.85138889,30.95,28.58,1942
130738,10/22/1942,MTO,30.98472222,29.85138889,30.78,28.65,1942
130739,10/22/1942,MTO,30.98472222,29.85138889,30.84,28.67,1942
131040,10/22/1942,MTO,30.98472222,29.85138889,30.84,28.67,1942
131041,10/22/1942,MTO,30.98472222,29.85138889,31.03,28.27,1942
131042,10/22/1942,MTO,30.98472222,29.85138889,30.89,28.76,1942
131043,10/22/1942,MTO,30.98472222,29.85138889,30.81,28.65,1942
131044,10/22/1942,MTO,30.98472222,29.85138889,30.98,28.69,1942
131045,10/22/1942,MTO,30.98472222,29.85138889,30.89,28.76,1942
131080,10/23/1942,MTO,32.666603,35.183325,32.11,20.05,1942
131113,10/25/1942,MTO,30.98472222,29.85138889,30.75,28.73,1942
131114,10/25/1942,MTO,32.666603,35.183325,32.04,23.95,1942
131119,11/23/1942,CBI,25.218056,110.03916699999999,22.316667000000002,114.183333,1942
131120,10/25/1942,CBI,25.218056,110.03916699999999,22.316667000000002,114.183333,1942
131121,10/25/1942,MTO,30.98472222,29.85138889,30.88,28.62,1942
131122,10/25/1942,MTO,30.98472222,29.85138889,31.05,27.93,1942
131123,10/25/1942,MTO,30.98472222,29.85138889,30.75,28.8,1942
131124,10/25/1942,MTO,30.98472222,29.85138889,30.75,28.8,1942
131126,10/25/1942,MTO,32.666603,35.183325,32.04,23.95,1942
131127,10/26/1942,MTO,32.009444,34.882778,32.25,23.95,1942
131128,10/26/1942,MTO,32.009444,34.882778,34.0,22.5,1942
131129,10/26/1942,MTO,32.009444,34.882778,32.25,23.95,1942
131130,10/26/1942,MTO,32.009444,34.882778,34.0,22.5,1942
131135,10/26/1942,MTO,30.98472222,29.85138889,30.89,28.7,1942
131136,10/26/1942,MTO,30.98472222,29.85138889,30.88,28.69,1942
131137,10/26/1942,MTO,30.98472222,29.85138889,30.86,28.69,1942
131138,10/26/1942,MTO,30.98472222,29.85138889,30.86,28.72,1942
131139,7/18/1942,CBI,25.218056,110.03916699999999,23.133333,113.31666659999999,1942
131441,8/26/1942,CBI,24.992222,102.74333299999999,22.90164,95.678936,1942
131442,10/27/1942,CBI,24.992222,102.74333299999999,25.383611,97.351667,1942
131445,10/27/1942,MTO,31.833333,34.8166667,35.53,23.83,1942
131446,10/27/1942,MTO,30.98472222,29.85138889,31.33,27.2,1942
131447,10/27/1942,MTO,30.98472222,29.85138889,30.86,28.71,1942
131448,10/27/1942,MTO,30.98472222,29.85138889,31.33,27.2,1942
131449,10/27/1942,MTO,30.98472222,29.85138889,30.86,28.71,1942
131450,10/27/1942,MTO,30.98472222,29.85138889,30.86,28.71,1942
131451,10/27/1942,MTO,30.98472222,29.85138889,30.87,28.64,1942
131456,10/27/1942,MTO,30.98472222,29.85138889,31.36,27.23,1942
131459,10/28/1942,MTO,30.98472222,29.85138889,30.83,28.72,1942
131470,10/27/1942,CBI,24.992222,102.74333299999999,22.90164,95.678936,1942
131472,10/29/1942,CBI,22.654722,88.446667,20.15,92.9,1942
131473,10/29/1942,CBI,24.992222,102.74333299999999,22.90164,95.678936,1942
131474,10/29/1942,MTO,31.833333,34.8166667,35.53,23.83,1942
131475,10/29/1942,MTO,30.98472222,29.85138889,30.89,28.7,1942
131482,10/30/1942,MTO,32.009444,34.882778,35.53,23.83,1942
131483,10/30/1942,MTO,32.009444,34.882778,35.53,23.83,1942
131488,10/30/1942,MTO,30.98472222,29.85138889,31.05,27.93,1942
131492,10/30/1942,MTO,32.666603,35.183325,35.53,23.83,1942
131494,10/31/1942,MTO,30.98472222,29.85138889,31.07,27.95,1942
131499,10/31/1942,MTO,31.833333,34.8166667,35.53,23.83,1942
131513,11/1/1942,MTO,32.009444,34.882778,35.53,23.83,1942
131515,11/2/1942,MTO,30.98472222,29.85138889,30.89,28.68,1942
131516,11/2/1942,MTO,32.666603,35.183325,32.04,23.95,1942
131520,11/2/1942,MTO,32.009444,34.882778,32.04,23.95,1942
131523,11/2/1942,MTO,31.833333,34.8166667,35.53,23.83,1942
131525,11/2/1942,MTO,30.98472222,29.85138889,30.92,28.65,1942
131526,11/2/1942,MTO,30.98472222,29.85138889,30.98,28.56,1942
131533,11/3/1942,MTO,30.98472222,29.85138889,30.89,28.67,1942
131534,11/3/1942,MTO,30.98472222,29.85138889,30.98,28.6,1942
131535,11/3/1942,MTO,30.98472222,29.85138889,31.05,28.39,1942
131536,11/3/1942,MTO,30.98472222,29.85138889,31.0,28.62,1942
131841,11/4/1942,MTO,30.98472222,29.85138889,31.05,28.06,1942
131843,11/4/1942,MTO,32.009444,34.882778,32.11,20.05,1942
131848,11/4/1942,MTO,31.833333,34.8166667,35.53,23.83,1942
131850,11/4/1942,MTO,30.98472222,29.85138889,31.05,27.84,1942
131851,11/4/1942,MTO,32.666603,35.183325,32.11,20.05,1942
131854,11/5/1942,MTO,30.98472222,29.85138889,31.16,27.52,1942
131861,11/6/1942,MTO,32.009444,34.882778,32.11,20.05,1942
131863,11/6/1942,MTO,32.009444,34.882778,32.04,23.95,1942
131875,11/6/1942,MTO,32.666603,35.183325,32.11,20.05,1942
131876,11/6/1942,MTO,32.666603,35.183325,32.11,20.05,1942
131877,11/6/1942,CBI,24.74444,84.951111,16.769211,96.158739,1942
131878,11/7/1942,MTO,31.833333,34.8166667,35.53,23.83,1942
131905,11/20/1942,CBI,24.992222,102.74333299999999,24.5833,98.6833,1942
131915,11/8/1942,MTO,32.666603,35.183325,32.11,20.05,1942
131916,11/8/1942,CBI,24.992222,102.74333299999999,24.5833,98.6833,1942
132224,6/11/1944,MTO,41.115481,14.176319,44.0,9.33,1944
132254,11/9/1942,CBI,24.74444,84.951111,16.769211,96.158739,1942
132258,11/10/1942,MTO,30.572664,32.095341999999995,32.11,20.05,1942
132259,11/10/1942,MTO,30.572664,32.095341999999995,32.11,20.05,1942
132262,11/10/1942,MTO,32.666603,35.183325,32.11,20.05,1942
132266,11/11/1942,MTO,30.572664,32.095341999999995,32.11,20.05,1942
132273,11/12/1942,MTO,30.572664,32.095341999999995,32.11,20.05,1942
132282,11/13/1942,MTO,31.86666667,24.41805556,32.11,20.05,1942
132291,11/14/1942,MTO,31.86666667,24.41805556,32.11,20.05,1942
132292,11/14/1942,MTO,30.572664,32.095341999999995,35.19,25.72,1942
132315,11/15/1942,MTO,30.31666667,32.3,32.92,13.08,1942
132316,11/15/1942,MTO,30.572664,32.095341999999995,32.92,13.08,1942
132578,11/18/1942,MTO,30.572664,32.095341999999995,32.11,20.05,1942
132609,9/19/1942,CBI,24.992222,102.74333299999999,24.5833,98.6833,1942
132615,11/20/1942,CBI,22.466803,86.7107,21.977222,96.085833,1942
132616,11/20/1942,CBI,22.466803,86.7107,21.977222,96.085833,1942
132626,11/21/1942,MTO,30.31666667,32.3,32.92,13.08,1942
132627,11/21/1942,MTO,30.572664,32.095341999999995,32.92,13.08,1942
132638,11/28/1942,CBI,24.992222,102.74333299999999,20.933332999999998,107.08333,1942
132944,11/22/1942,CBI,25.218056,110.03916699999999,20.933332999999998,107.08333,1942
132965,11/22/1942,CBI,22.466803,86.7107,21.977222,96.085833,1942
132987,10/26/1942,CBI,25.218056,110.03916699999999,23.133333,113.31666659999999,1942
132989,12/1/1942,CBI,25.218056,110.03916699999999,22.034182,113.34446399999999,1942
133004,11/23/1942,CBI,25.218056,110.03916699999999,23.133333,113.31666659999999,1942
133021,11/8/1942,CBI,24.992222,102.74333299999999,24.5833,98.6833,1942
133022,11/24/1942,CBI,25.218056,110.03916699999999,23.133333,113.31666659999999,1942
133038,11/25/1942,CBI,26.905278,112.627778,29.84142,114.32246799999999,1942
133039,11/25/1942,CBI,26.905278,112.627778,28.353859000000003,112.355098,1942
133341,11/27/1942,CBI,26.905278,112.627778,28.353859000000003,112.355098,1942
133342,2/28/1943,CBI,26.905278,112.627778,29.84142,114.32246799999999,1943
133345,7/16/1942,CBI,26.905278,112.627778,30.581179,114.27259699999999,1942
133351,11/25/1942,CBI,24.74444,84.951111,13.686781,100.595495,1942
133357,11/26/1942,MTO,30.572664,32.095341999999995,32.92,13.08,1942
133367,11/26/1942,MTO,30.31666667,32.3,32.92,13.08,1942
133368,11/26/1942,MTO,30.31666667,32.3,32.92,13.08,1942
133377,2/10/1943,CBI,25.218056,110.03916699999999,22.305137,114.18423500000002,1943
133382,11/27/1942,MTO,30.572664,32.095341999999995,37.16,26.85,1942
133397,11/28/1942,MTO,30.572664,32.095341999999995,32.92,13.08,1942
133400,2/10/1943,CBI,25.218056,110.03916699999999,20.933332999999998,107.08333,1943
133405,11/28/1942,MTO,31.86666667,24.41805556,32.92,13.08,1942
133526,6/12/1944,MTO,41.799444,12.597222,42.87,11.53,1944
133741,11/29/1942,MTO,30.31666667,32.3,32.92,13.08,1942
133747,11/29/1942,CBI,22.466803,86.7107,16.769211,96.158739,1942
133764,11/30/1942,CBI,22.466803,86.7107,11.684045,92.735339,1942
133789,12/1/1942,MTO,31.86666667,24.41805556,32.92,13.08,1942
133790,12/14/1942,CBI,22.6081,108.1722,21.95,104.6,1942
133848,6/12/1944,MTO,41.799444,12.597222,42.95,10.55,1944
134149,12/4/1942,CBI,22.466803,86.7107,20.58333333,96.06666667,1942
134150,12/4/1942,MTO,30.572664,32.095341999999995,40.84,14.28,1942
134153,12/4/1942,MTO,31.86666667,24.41805556,32.92,13.08,1942
134158,12/4/1942,MTO,30.31666667,32.3,40.84,14.28,1942
134217,12/7/1942,MTO,31.86666667,24.41805556,32.64,14.29,1942
134218,12/7/1942,MTO,31.86666667,24.41805556,32.47,14.57,1942
134219,12/7/1942,MTO,31.86666667,24.41805556,32.92,13.08,1942
134220,12/7/1942,MTO,31.86666667,24.41805556,32.37,15.1,1942
134221,12/7/1942,MTO,30.572664,32.095341999999995,32.37,15.1,1942
134486,12/11/1942,MTO,30.572664,32.095341999999995,40.84,14.28,1942
134490,12/11/1942,MTO,31.86666667,24.41805556,40.84,14.28,1942
134491,12/11/1942,MTO,30.31666667,32.3,40.84,14.28,1942
134496,12/11/1942,CBI,22.466803,86.7107,16.769211,96.158739,1942
134497,12/11/1942,CBI,22.466803,86.7107,11.684045,92.735339,1942
134502,12/24/1942,CBI,24.992222,102.74333299999999,24.5,101.5,1942
134538,9/25/1942,CBI,24.992222,102.74333299999999,21.040975,105.88601100000001,1942
134860,12/14/1942,MTO,31.86666667,24.41805556,40.84,14.28,1942
134866,12/14/1942,CBI,22.466803,86.7107,21.933332999999998,96.08333329999999,1942
134867,12/14/1942,CBI,24.992222,102.74333299999999,21.040975,105.88601100000001,1942
134884,12/15/1942,MTO,20.13333,32.15,30.48,18.58,1942
134885,12/15/1942,MTO,30.572664,32.095341999999995,34.72,10.69,1942
134914,12/16/1942,MTO,20.13333,32.15,30.48,18.58,1942
134929,8/3/1942,CBI,26.905278,112.627778,26.221876,111.631047,1942
135264,12/17/1942,CBI,26.905278,112.627778,26.221876,111.631047,1942
135273,12/18/1942,MTO,31.86666667,24.41805556,35.83,10.6,1942
135275,12/18/1942,MTO,30.31666667,32.3,35.83,10.6,1942
135321,12/20/1942,MTO,30.572664,32.095341999999995,35.83,10.6,1942
135322,12/20/1942,CBI,22.466803,86.7107,16.907304999999997,96.133222,1942
135325,12/20/1942,CBI,24.992222,102.74333299999999,22.90164,95.678936,1942
135326,10/15/1942,CBI,24.992222,102.74333299999999,22.90164,95.678936,1942
135448,6/13/1944,MTO,41.799444,12.597222,46.33,9.67,1944
135454,6/13/1944,PTO,-6.244444,155.38388899999998,-4.4,152.4,1944
135456,6/13/1944,MTO,41.799444,12.597222,42.87,11.53,1944
135457,6/13/1944,MTO,41.799444,12.597222,44.0,9.33,1944
135667,12/20/1942,CBI,22.466803,86.7107,16.769211,96.158739,1942
135668,12/20/1942,CBI,22.466803,86.7107,16.907304999999997,96.133222,1942
135691,12/21/1942,CBI,22.466803,86.7107,21.933332999999998,96.08333329999999,1942
135702,12/22/1942,MTO,31.86666667,24.41805556,35.5,11.07,1942
135703,12/22/1942,MTO,31.86666667,24.41805556,35.83,10.6,1942
135716,12/22/1942,MTO,30.31666667,32.3,35.83,10.6,1942
135717,12/22/1942,CBI,24.74444,84.951111,16.769211,96.158739,1942
135718,12/22/1942,CBI,22.466803,86.7107,21.977222,96.085833,1942
135719,12/20/1942,CBI,24.992222,102.74333299999999,22.90164,95.678936,1942
135721,12/23/1942,MTO,30.572664,32.095341999999995,40.84,14.28,1942
135723,12/23/1942,MTO,30.572664,32.095341999999995,40.84,14.28,1942
135726,12/23/1942,MTO,30.572664,32.095341999999995,40.47,17.23,1942
135730,11/24/1942,CBI,24.992222,102.74333299999999,24.5833,98.6833,1942
136068,11/24/1942,CBI,24.992222,102.74333299999999,24.5,101.5,1942
136087,12/26/1942,MTO,30.31666667,32.3,35.83,10.6,1942
136090,12/22/1942,CBI,24.992222,102.74333299999999,22.90164,95.678936,1942
136100,12/26/1942,CBI,24.992222,102.74333299999999,22.90164,95.678936,1942
136102,12/27/1942,MTO,31.86666667,24.41805556,35.83,10.6,1942
136118,2/8/1943,CBI,24.992222,102.74333299999999,24.013461,97.94275,1943
136122,12/28/1942,MTO,30.572664,32.095341999999995,35.83,10.6,1942
136136,12/28/1942,MTO,30.31666667,32.3,35.83,10.6,1942
136137,12/28/1942,CBI,24.74444,84.951111,13.7088,100.552,1942
136138,12/28/1942,CBI,24.74444,84.951111,14.355,100.565,1942
136139,12/28/1942,CBI,24.74444,84.951111,13.907384,100.59625,1942
136459,12/29/1942,CBI,24.74444,84.951111,16.769211,96.158739,1942
136460,12/29/1942,CBI,24.74444,84.951111,16.769211,96.158739,1942
136467,12/30/1942,MTO,31.86666667,24.41805556,34.72,10.69,1942
136493,12/30/1942,CBI,22.466803,86.7107,22.58333333,95.66666667,1942
136538,10/25/1942,CBI,24.992222,102.74333299999999,22.58333333,95.66666667,1942
136554,6/14/1944,MTO,41.799444,12.597222,44.0,9.33,1944
136560,6/14/1944,MTO,41.799444,12.597222,43.05,11.62,1944
136866,1/1/1943,MTO,30.31666667,32.3,37.0,8.95,1943
136869,1/1/1943,CBI,22.466803,86.7107,21.876687,95.996137,1943
136874,1/2/1943,MTO,30.572664,32.095341999999995,35.2,25.33,1943
136878,1/2/1943,MTO,31.86805556,24.48472222,35.34,25.17,1943
136917,1/2/1943,CBI,22.466803,86.7107,22.116667,95.133333,1943
137271,1/4/1943,CBI,24.74444,84.951111,21.977222,96.085833,1943
137273,1/4/1943,CBI,24.74444,84.951111,16.769211,96.158739,1943
137296,1/5/1943,MTO,31.86666667,24.41805556,35.83,10.6,1943
137297,1/5/1943,MTO,31.86666667,24.41805556,36.8,10.18,1943
137691,1/7/1943,MTO,30.572664,32.095341999999995,38.13,13.36,1943
137693,1/7/1943,CBI,24.74444,84.951111,21.876687,95.996137,1943
137694,1/7/1943,CBI,24.74444,84.951111,16.491389,97.625556,1943
